profile	stage_name	full_name	korean_name	korean_stage_name	date_of_birth	group	country	second_country	height	weight	birthplace	other_group	former_group	gender	position	instagram	twitter
	Won Hyuk	Won Hyuk	원혁	원혁	2002-02-22	E'LAST	South Korea		181	63				M			
	Woncheol	Jung Woncheol	정원철	원철	1996-01-12	MY.st	South Korea		0	0				M			
	Wondae	Seol Wondae	설원대	원대	1998-04-28	Dongkiz	South Korea		180	63				M			
	Wonho	Shin Hoseok	신호석	원호	1993-03-01		South Korea		0	0	Anyang		MONSTA X	M			
	Wonjin	Won Jin	원진	원진	2003-01-01	GIDONGDAE	South Korea		0	0				M			
	Wonjin	Ham Wonjin	함원진	원진	2001-03-22	CRAVITY	South Korea		174	57				M			
	Wonjun	Lee Wonjun	이원준	원준	2002-03-08	E'LAST	South Korea		0	0				M			
	Wonpil	Kim Wonpil	김원필	원필	1994-04-28	DAY6	South Korea		0	0				M	Keyboardist		
	Wontak	Ju Wontak	주원탁	원탁	1996-02-24		South Korea		178	0			RAINZ	M		/j_wontagii/	2able_wontop
Profile	Wonwoo	Jeon Wonwoo	전원우	원우	1996-07-17	Seventeen	South Korea		180	57	Changwon			M			
Profile	Wonyoung	Jang Wonyoung	장원영	원영	2004-08-31	IZ*ONE	South Korea		0	0	Seoul			F			
	Woo-ah	Kim Chaewon	김채원	우아	1997-07-20	CRAXY	South Korea		0	0				F			
	Woobin	Seo Woobin	서우빈	우빈	2000-10-16	CRAVITY	South Korea		0	0				M			
	Woochul	Shin Woochul	신우철	우철	2002-10-02	Newkidd	South Korea		0	0				M			
	Woodam	Park Woodam	박우담	우담	1995-08-02	D1CE	South Korea		173	0				M			
Profile	Woohee	Bae Woohee	배우희	우희	1991-09-21	Dal Shabet	South Korea		0	0	Busan	UNI.T		F			
	Woohyun	Nam Woohyun	남우현	우현	1991-02-08	Infinite	South Korea		176	52	Seoul	Toheart		M			
	Woojin	Park Woojin	박우진	우진	1999-11-02	AB6IX	South Korea		0	0	Busan		Wanna One	M			
	Woojin	Lee Woojin	이우진	우진	2003-04-03	TheEastLight	South Korea		0	0				M		the_greatest_woojin	
Profile	Woojin	Kim Woojin	김우진	우진	1997-04-08		South Korea		0	0	Daejeon		Stray Kids	M			
	Woojin	Lee Woojin	이우진	우진	2003-04-07	Ghost9	South Korea		178	65		TEEN TEEN		M			
	Woojin	Lee Woojin	이우진	우진	1996-11-22	MY.st	South Korea		0	0				M			
	Woojoo	Kim Woojoo	김우주	우주	1996-08-12	Wassup	South Korea		0	0				F			
	Woojoo	Kim Sangyoon	김상윤	우주	1996-09-18	14U	South Korea		0	0				M			
	Wooju	Cho Wooju	조우주	우주	2004-01-21	BLITZERS	South Korea		0	0				M			
	Woolim	Hwang Woolim	황우림	우림	1996-08-29	Playback	South Korea		0	0				F			
	Woonggi	Cha Woonggi	차웅기	웅기	2002-04-23	TOO	South Korea		0	0				M			
	Woori	Go Woori	고우리	우리	1988-02-22	Rainbow	South Korea		165	44	Jeonju	Rainbow Blaxx		F			
Profile	Wooseok	Jeong Wooseok	정우석	우석	1998-01-31	PENTAGON	South Korea		0	0				M			
	Wooshin	Kim Wooseok	김우석	우신	1996-10-27	UP10TION	South Korea		0	0	Daejeon		X1	M			
	Woosu	Kim Minseok	김민석	우수	1999-11-23	IZ	South Korea		0	0				M			
	Woosung	Choi Sunghyuk	최성혁	우성	1994-09-24	SNUPER	South Korea		0	0	Seoul			M			
	Wooyeon	Park Jinkyung	박진경	우연	2003-02-11	woo!ah!	South Korea		0	0				F	Vocalist		
Profile	Wooyeop	Jo Wooyeop	조우엽	우엽	2000-09-27	TRCNG	South Korea		179	0				M			
	Wooyoung	Jang Wooyoung	장우영	우영	1989-04-30	14:00	South Korea		178	65	Busan			M			
	Wooyoung	Jung Wooyoung	정우영	우영	1999-11-26	ATEEZ	South Korea		172	0				M			
Profile	Woozi	Lee Jihoon	이지훈	우지	1996-11-22	Seventeen	South Korea		165	54	Busan			M			
	Wow	Kim Seyoon	김세윤	와우	1993-02-28	A.C.E	South Korea		0	0	Gyeonggi			M			
	Wyatt	Shim Jaeyoung	심재영	와이엇	1995-01-23	ONF	South Korea		0	0	Seoul			M			
	Xeheun	Lee Seheun	이세흔	세흔	1999-07-11	Girlkind	South Korea		0	162				F			
	Xero	Shin Jiho	신지호	제로	1994-02-03	Topp Dogg	South Korea		0	0	Gwangji			M			
	Xia Junsu	Kim Junsu	김준수	시아 준수	1986-12-15	JYJ	South Korea		0	0			TVXQ	M			
	Xiao	Lee Dongyeol	이동열	샤오	1998-12-13	UP10TION	South Korea		0	0	Busan			M			
	Xin	Wang Xinwi	왕씬위	씬	1996-11-10	VARSITY	China		185	0				M			
	Xion	Son Dongju	손동주	시온	2000-01-10	Oneus	South Korea		0	0				M			
	Xiumin	Kim Minseok	김민석	시우민	1990-03-26	EXO	South Korea		173	65	Guri	EXO-CBX		M			
	Xiweol	Kang Minseok	강민석	시월	1996-10-21	VARSITY	South Korea		174	0				M			
Profile	Xiyeon	Park Junghyun	박정현	시연	2000-11-14	Pristin	South Korea		164	51				F			
Profile	Xuanyi	Wu Xuanyi	우쉬안이	선의	1995-01-26	Cosmic Girls	China		166	0	Hainan			F			
	Y	Choi Sungyoon	최성윤	와이	1995-07-31	Golden Child	South Korea		0	0				M			
Profile	Yan An	Yan An	옌안	옌안	1996-10-25	PENTAGON	China		0	0	Shanghai			M			
	Yano	Seo Sangwon	서상원	야노	1995-09-27	Topp Dogg	South Korea		0	0	Seoul			M			
	Yeah	Kim Haeun	김하은	예아	1999-10-09		South Korea		0	0	Gongju		Good Day, Cignature	F			
Profile	Yebin	Baek Yebin	백예빈	예빈	1997-07-13	DIA	South Korea		164	43	Chuncheon	UNI.T		F			
	Yebin	Kim Yebin	김예빈	예빈	2004-11-01	HOT ISSUE	South Korea		0	0				F			
Profile	Yechan	Shin Yechan	신예찬	예찬	2001-05-14	1the9	South Korea		183	64	Seoul			M			
	Yechan	Kim Yechan	김예찬	예찬	1995-11-26	Pink Fantasy	South Korea		159	45				F			
	Yedam	Bang Yedam	방예담	예담	2002-05-07	Treasure	South Korea		0	0				M			
Profile	YeeEun	Jang Yeeun	장예은	예은	1998-08-10	CLC	South Korea		166	0	Dongducheon			F			
	Yeeun	Hwang Yeeun	황예은	예은	1997-01-12	Blady	South Korea		0	0	Gimhae			F		yeeuneeeee_	
Profile	Yehana	Kim Yewon	김예원	예하나	1999-02-22	Pristin	South Korea		0	0	Ilsan			F			
	Yehyeon	Kim Yehyeon	김예현	예현	1999-09-12	GIDONGDAE	South Korea		176	63				M			
Profile	Yein	Jeong Yein	정예인	예인	1998-06-04	Lovelyz	South Korea		166	0	Incheon			F			
Profile	Yein	Ahn Yein	안예인	예인	1995-05-04	MELODYDAY	South Korea		168	0				F	Lead Vocalist	yen_thankful954	
Profile	Yeji	Hwang Yeji	황예지	예지	2000-05-26	ITZY	South Korea		0	0				F			
	Yejun	Oh Yejun	오예준	예준	2002-08-23	E'LAST	South Korea		178	58				M			
	Yellow	Kim Eunbi	김은비	노랑	1993-05-05	Pungdeng-E	South Korea		156	0	Seoul			F			
Profile	Yena	Yang Yena	양예나	예나	2000-05-22	APRIL	South Korea		0	0	Daegu			F			
	Yena	Jeong Yena	정예나	예나	2000-04-10	G-reyish	South Korea		0	0				F			
Profile	Yena	Choi Yena	최예나	예나	1999-09-29	IZ*ONE	South Korea		0	0	Seoul			F			
Profile	Yenny	Park Yeeun	박예은	예은	1989-05-26	Wonder Girls	South Korea		165	0	Goyang			F		hatfelt	
Profile	Yeo One	Yeon Changgu	여창구	여원	1996-03-27	PENTAGON	South Korea		0	0				M			
Profile	Yeoeun	Jung Jieun	정지은	여은	1990-01-25	MELODYDAY	South Korea		169	0				F	Leader	yeosilver	
Profile	Yeojin	Im Yeojin	임여진	여진	2002-11-11	LOONA	South Korea		0	0	Guro	Loona 1/3		F			
	Yeonha	Ahn Yeonji	안연지	연하	2000-05-19	P.O.P	South Korea		0	0	Yeondong			F			
	Yeonhee	Kim Yeonhee	김연희	연희	2000-12-06	Rocket Punch	South Korea		161	0				F			
	Yeonho	Ju Yeonho	주연호	연호	2000-05-31	Verivery	South Korea		0	0				M			
	Yeonjoo	Song Yeonjoo	정연주	연주	1997-06-26	P.O.P	South Korea		0	0	Ansan			F			
Profile	Yeonjun	Choi Yeonjun	최연준	연준	1999-09-13	TXT	South Korea		183	63				M			
Profile	Yeonjung	Yu Yeonjung	유연정	연정	1999-08-03	Cosmic Girls	South Korea		167	52	Gwangmyeong	I.O.I		F		uyj_s	
	Yeontae	Jeong Yeontae	정연태	연태	1992-07-06	IN2IT	South Korea		178	58				M			
Profile	Yeonwoo	Lee Dabin	이다빈	연우	1996-08-01		South Korea		170	49	Seoul		MOMOLAND	F			
Profile	Yeoreum	Lee Jinsook	이진숙	여름	1999-01-10	Cosmic Girls	South Korea		161	0	Seoul	WJSN Chocome		F			
Profile	Yeoreum	Ahn Chaeyeon	안채연	여름	1996-06-04	Hello Venus	South Korea		167	48				F			
	Yeori	Kim Soyeon	김소연	여리	1994-05-30	Gate9	South Korea		164	0	Seoul			F		yeori_g9	
	Yeori	Choi Yeori	최여리	여리	1999-09-08	ARIAZ	South Korea		0	0				F			
	Yeosang	Kang Yeosang	강여상	여상	1999-06-15	ATEEZ	South Korea		173	0	Incheon			M			
	Yeoun	Lee Kyeongbin	이경빈	여운	1997-09-03	ARGON	South Korea		0	0				M			
	Yeowool	Ha Yeowool	하여울	여울	1998-04-11	Purplebeck	South Korea		163	46				F			
	Yeram	Yang Yeram	양예람	예람	2000-03-31	Astin	South Korea		0	0				M			
Profile	Yeri	Kim Yerim	김예림	예리	1999-03-05	Red Velvet	South Korea		158	0	Seoul			F			
	Yerim	Jeong Yerim	정예림	예림	1997-03-10	Purplebeck	South Korea		165	44				F			
	Yerin	Baek Yerin	백예린	백예린	1997-06-26	15&	South Korea		165	0	Daejeon			F		yerinb	
Profile	Yerin	Jung Yerin	정예린	예린	1996-08-19	Gfriend	South Korea		167	0	Incheon			F			
	Yeryung			예령	2002-06-22	Lusty	South Korea		169	49	Busan			F	Sub Vocal		
	Yeseo	Kang Yeseo	강예서	예서	2005-08-22	Busters	South Korea		0	0				F			
	Yeso	Lee Yeso	이예소	예소	2001-11-13	G-reyish	South Korea		0	0				F			
	Yesung	Kim Jongwoon	김종운	예성	1984-08-24	Super Junior	South Korea		178	64	Seoul			M			
	Yewon	Park Yewon	박예원	예원	2004-01-11	HOT ISSUE	South Korea		0	0				F			
	Yezi	Lee Yeji	이예지	예지	1994-08-26	Fiestar	South Korea		161	0	Gangneung			F		-	fiestar__yezi
	Yibo	Wang Yibo	왕이보	이보	1997-08-05	UNIQ	China		182	65				M			
	Yijeong	Jang Yijeong	장이정	이정	1993-09-10	HISTORY	South Korea		173	58	Jinju			M			
Profile	Yiren	Wang Yiren	왕이런	이런	2000-12-29	Everglow	China		0	0				F			
	Yixuan	Zhou Yixuan	조이쉔	이쉔	1990-12-11	UNIQ	China		183	65				M			
	Yiyeon	Jung Dasol	정다솔	이연	1995-05-28	BVNDIT	South Korea		0	0				F			
	Yohan	Kim Yohan	김요한	요한	1999-09-22	WEi	South Korea		181	66			X1	M			
	Yonggeun	Jo Yonggeun	조용근	용근	1995-01-23	D1CE	South Korea		174	54				M			
Profile	Yongguk	Bang Yongguk	방용국	용국	1990-03-31	B.A.P	South Korea		182	60	Incheon			M			
Profile	Yongha	Yoo Yongha	유용하	용하	1999-01-11	WEi	South Korea		177	64			1the9	M			
Profile	Yonghee	Kim Yonghee	김용희	용희	2000-02-17	CIX	South Korea		177	59				M			
	Yonghoon	Jin Yonghoon	진용훈	용훈	1994-08-17	Onewe	South Korea		0	0			MAS	M			
	Yonghwa	Jung Yonghwa	정용화	용화	1989-06-22	CNBLUE	South Korea		0	0	Seoul			M	Vocal		
	Yongseok	Kim Yongseok	김용석	용석	1993-01-08	CROSS GENE	South Korea		176	64	Seoul			M			
	Yongseok	Choi Yongseok	최용석	용석	1996-05-23	CHECKMATE	South Korea		0	0				M			
	Yongseung	Kim Yongseung	김용승	용승	2000-06-17	Verivery	South Korea		0	0				M			
Profile	Yooa	Yoo Siah	유시아	유아	1995-09-17	Oh My Girl	South Korea		160	50	Seoul			F			
	Yoochun	Park Yoochun	박유천	유천	1986-07-04	JYJ	South Korea		0	0	Seoul		TVXQ	M			
Profile	Yoohyeon	Kim Yoohyeon	김유현	유현	1997-01-07	Dreamcatcher	South Korea		171	0	Incheon		Minx	F			
	Yoojin	Jang Yoojin	정유진	유진	1992-09-14		South Korea		0	0			Brave Girls	F		yoojinbabe	
	Yoojun	Jun Yoojun	정유준	유준	1995-07-26	D1CE	South Korea		0	0				M			
	Yoojun	Jung Gun	정건	유준	2000-12-27	BAE173	South Korea		0	0				M			
Profile	Yoojung	Choi Yoojung	최유정	유정	1999-11-12	Weki Meki	South Korea		0	0	Guri	I.O.I, WJMK		F			
	Yoojung	Lee Taeyeop	이태엽	유정	1997-05-19	OnlyOneOf	South Korea		0	0				M			
	Yookyung	Seo Yookyung	서유경	유경	1993-03-15		South Korea		167	48			AOA BLACK	F			
Profile	Yoomin	Na Yoomin	나유민	유민	1993-08-29	MELODYDAY	South Korea		165	0				F	Main Rapper	im.umin	
	Yoon	Heo Yoon	허윤	윤	1994-09-23	4TEN	South Korea		0	0				F			
	Yoon	Kang Seungyoon	강승윤	승윤	1994-01-21	WINNER	South Korea		0	0	Busan			M			
	Yoon	Ji Hayoon	지하윤	윤	1997-07-08	Gate9	South Korea		162	0	Busan			F		queenyunista	
	Yoon	Shim Jayoon	심자윤	윤	2004-04-14	STAYC	South Korea		0	0				F			
	Yoona	Im Yoona	임윤아	윤아	1990-05-30	SNSD	South Korea		166	47	Seoul			F		yoona__lim	
	Yoonbin	Ha Yoonbin	하윤빈	윤빈	2000-12-11		South Korea		0	0				M			
	Yoonhye	Jung Yoonhye	정윤혜	윤혜	1990-04-14	Rainbow	South Korea		166	47	Daejeon			F			
	Yoonhye	Jung Yoonhye	정윤혜	윤혜	2001-10-04	FANATICS	South Korea		173	0		FANATICS FLAVOR		F			
	Yoonji			윤지	1998-07-21	Lusty	South Korea		163	45				F	Rap, Leader		
	Yoonjo	Shin Yoonjo	신윤조	윤조	1992-12-14	UNI.T	South Korea		0	0	Seoul		Hello Venus	F			
	Yoonsan	Yoon Sanghyuk	윤상혁	윤산	1994-08-22	HOTSHOT	South Korea		0	0				M			
	Yoosung	Jeong Yoosung	정유성	유성	1992-10-08		South Korea		175	52			Bigflo	M			
Profile	Yooyoung	Lee Yooyoung	이유영	유영	1995-01-23	Hello Venus	South Korea		170	49	Suwon			F		hv_u0	
	Yoseob	Yang Yoseob	양요섭	요섭	1990-01-05	Highlight	South Korea		171	56	Seoul		Beast	M			
	Yoshinori	Kanemoto Yoshinori	카네모토 요시노리	요시노리	2000-05-15	Treasure	Japan		0	0	Kobe			M			
	Youi	Kim Jihyeo	유아이	유아이	2000-04-24	Dreamnote	South Korea		163	45				F			
	Young K	Kang Young-hyun	강영현	영케이	1993-12-19	DAY6	South Korea	Canada	0	0				M	Bassist		
	Youngbin	Kim Youngbin	김영빈	영빈	1993-11-23	SF9	South Korea		0	0				M			
	Youngho	Noh Youngho	노영호	영호	1993-03-24	SIGNAL	South Korea		0	0				M			
Profile	Younghoon	Kim Younghoon	김영훈	영훈	1997-08-08	The Boyz	South Korea		182	63				M			
Profile	Youngjae	Yoo Youngjae	유영재	영재	1994-01-24	B.A.P	South Korea		178	65	Seoul			M			
Profile	Youngjae	Choi Youngjae	최영재	영재	1996-09-17	GOT7	South Korea		175	59	Mokpo			M			
Profile	Youngji	Hur Youngji	허영지	영지	1994-08-30		South Korea		0	0	Goyang		KARA	F			
	Youngmin	Jo Youngmin	조영민	영민	1995-04-24	Boyfriend	South Korea		180	0	Anyang			M			
	Youngmin	Lim Youngmin	임영민	영민	1995-12-25		South Korea		0	0	Busan	MXM	AB6IX	M			
	Youngseo	Ryu Youngseo	류영서	영서	2002-06-13	BAE173	South Korea		0	0				M			
	Youngwoong	Cho Youngwoon	조영웅	영웅	1999-05-01	14U	South Korea		0	0				M			
	Yua	Mikami Yua	미카미 유아	유아	1993-08-16	Honey Popcorn	Japan		0	0				F			
Profile	Yubin	Kim Yubin	김유빈	유빈	1988-10-04	Wonder Girls	South Korea		163	0	Gwangju			F			
	Yubin	Cho Yubin	조유빈	유빈	1999-10-09	Pink Fantasy	South Korea		156	40				F			
	Yubin	Kim Yubin	김유빈	유빈	2002-02-27	Bling Bling	South Korea		166	47				F			
	Yubin	Jang Yubin	장유빈	유빈	2004-06-10	Mirae	South Korea		0	0				M			
	Yuem	Park Subin	박수빈	유음	1996-12-25	H.U.B	South Korea		0	0				F			
Profile	Yugyeom	Kim Yugyeom	김유겸	유겸	1997-11-17	GOT7	South Korea		180	64	Namyangju			M			
Profile	Yuha	Kang Kyungwon	강경원	유하	1997-11-05	Hinapia	South Korea		170	50			Pristin	F			
Profile	Yujeong	Kim Yujeong	김유정	유정	1992-02-14	LABOUM	South Korea		161	42	Seoul			F	Leader		
Profile	Yujeong	Nam Yujeong	남유정	유정	1991-05-02	Brave Girls	South Korea		0	0	Seoul			F			
	Yujeong	Lee Yujeong	이유정	유정	2004-06-14	LIGHTSUM	South Korea		160	41				F			
	Yuji	Son Yuji	손유지	유지	1998-11-25	3YE	South Korea		160	45			Apple.B	F			
Profile	Yujin	Choi Yujin	최유진	유진	1996-08-12	CLC	South Korea		164	0	Jeonju			F			
	Yujin	Seo Yoojin	소유진	유진	1994-06-18	Playback	South Korea		0	0				F			
	Yujin	Jeong Yujin	정유진	유진	1989-10-23	S#aFLA	South Korea		0	0			D-Unit	F			
Profile	Yujin	Ahn Yujin	안유진	유진	2003-09-01	IZ*ONE	South Korea		0	0	Cheongju			F			
Profile	Yuju	Choi Yuna	최유나	유주	1997-10-04	Gfriend	South Korea		169	0	Goyang			F			
Profile	Yuju	Choi Yuju	최유주	유주	1997-03-05	Cherry Bullet	South Korea		0	0				F			
	Yuki	Lim Jiyeon	임지연	유키	2002-01-30	Saturday	South Korea		161	44				F			
	Yuki	Mori Koyuki	모리 코유키	유키	2002-09-11	Purple Kiss	Japan		0	0				F			
	Yuku	Amanumu Yuku	아마누마 유쿠	유쿠	2002-05-12	DKB	Japan		176	55				M			
Profile	Yukyung	Lee Yukyung	이유경	유경	1999-11-05	ELRIS	South Korea		0	0				F			
Profile	Yulhee	Kim Yulhee	김율희	율희	1997-11-27		South Korea		166	52	Bucheon		LABOUM	F	Main Rapper		
Profile	Yuna	Seo Yuna	서유나	유나	1992-12-30	AoA	South Korea		163	45	Busan	AOA BLACK		F		yn_s_1230	
Profile	Yuna	Lee Yuna	이유나	유나	1993-04-06	Brave Girls	South Korea		0	0	Seoul			F			
Profile	Yuna	Shin Yuna	신유나	유나	2003-12-09	ITZY	South Korea		0	0				F			
	Yunho	Jeong Yunho	정윤호	윤호	1999-03-23	ATEEZ	South Korea		184	0	Gwangju			M			
	Yunji	Lee Yunji	이윤지	윤지	1992-04-04	Playback	South Korea		0	0				F			
	Yunji	Kim Yunji	김윤지	윤지	1996-08-26	ARIAZ	South Korea		0	0				F			
	Yunkyung	Seo Yunkyung	서윤경	윤경	2001-11-01	Rocket Punch	South Korea		161	0				F			
	Yunmin	Yun Min	윤민	윤민	2001-02-26	Newkidd	South Korea		0	0				M			
	Yunseong	Hwang Yunseong	황윤성	윤성	2000-10-30	DRIPPIN	South Korea	Seoul	181	60				M			
	Yunsung	Hwang Yunsung	황윤성	윤성	1996-03-19	Romeo	South Korea		0	0				M			
Profile	Yuqi	Song Yuqi	송우기	우기	1999-09-23	(G)I-DLE	China		162	48	Beijing			F			
Profile	Yura	Kim Ahyoung	김아영	유라	1992-11-06	Girl's Day	South Korea		168	49	Ulsan			F		yura_936	
	Yuri	Kwon Yuri	권유리	유리	1989-12-05	SNSD	South Korea		167	45	Goyang			F		yulyulk	
Profile	Yuri	Jo Yuri	조유리	유리	2001-10-22	IZ*ONE	South Korea		0	0	Busan			F			
	Yurim	Park Yurim	박유림	유림	1998-04-13	3YE	South Korea		164	0			Apple.B	F			
	Yuta	Nakamoto Yuta	나카모토 유타	유타	1995-10-26	NCT	Japan		0	0	Osaka	NCT 127		M			
Profile	Yuto	Adachi Yuto	아다치 유토	유토	1998-01-23	PENTAGON	Japan		0	0				M			
	Yuuri	Tokunaga Yuuri	도쿠나가 유우리	유우리	2001-05-16	LUNARSOLAR	Japan		0	0				F			
	Yuvin	Song Yuvin	송유빈	유빈	1998-04-28	B.O.Y	South Korea		0	0			MYTEEN	M			
Profile	Yves	Ha Sooyoung	하수영	이브	1997-05-24	LOONA	South Korea		0	0		Loona yyxy		F			
	YY	Kim Moonyong	김문용	와이와이	1991-08-30	UNVS	South Korea		0	0				M			
	Z-UK	Jeong Jaewook	정재욱	지욱	1993-01-27		South Korea		174	62			Bigflo	M			
Profile	Zelo	Choi Junhong	최준홍	젤로	1996-10-15	B.A.P	South Korea		182	63	Mokpo			M			
	Zero	Nasukawa Shota	나스카와 쇼타	제로	2003-01-20	T1419	Japan		0	0				M			
	Zhou Mi	Zhou Mi	조미	조미	1986-04-19	Super Junior-M	China		184	64	Wuhan			M			
Profile	Zico	Woo Jiho	우지호	지코	1992-09-14	Block B	South Korea		182	65	Seoul			M			
	Ziu	Park Heejun	박희준	지우	1997-06-16	VAV	South Korea		185	70				M			
Profile	ZN	Bae Jinye	배진예	지엔	1994-06-09	LABOUM	South Korea		169	48	Bucheon	UNI.T		F	Main Dancer		
Profile	Zoa	Cho Hyewon	조혜원	조아	2005-05-31	Weeekly	South Korea		170	0				F	Rapper, Sub Vocal		
	Zuho	Bae Juho	백주호	주호	1996-07-04	SF9	South Korea		0	0				M			
	Zuny	Kim Joomi	김주미	주니	1994-12-08	Ladies' Code	South Korea		0	0	Gwangju			F			
